"ID_PARTICIPANTE";"DT_INICIO_BENEFICIO";"VL_VALOR"
"10124870";"25/03/2014";"3469,93"
"10124872";"22/02/2010";"2580,26"
"10124874";"21/10/2014";"4588,82"
"10124875";"12/05/2014";"3038,45"
"10124876";"25/03/2008";"2657,56"
"10124877";"07/12/2014";"3086,35"
"10124878";"04/05/2015";"2995,76"
"10124879";"08/01/2013";"2833,80"
"10124880";"23/11/2012";"3171,51"
"10124881";"01/09/2011";"4565,74"
"10124882";"19/04/2010";"2560,78"
"10124883";"10/01/2013";"2590,07"
"10124885";"16/03/2010";"2858,77"
"10124886";"24/03/2014";"2693,05"
"10124887";"02/03/2010";"1549,43"
"10124888";"18/12/2007";"2994,60"
"10124889";"10/01/2015";"2698,15"
"10124891";"09/08/2007";"4519,37"
"10124892";"26/07/2011";"2469,87"
"10124893";"11/08/2015";"4664,65"
"10124894";"10/03/2014";"3210,71"
"10124895";"23/01/2015";"3202,50"
"10124896";"22/12/2015";"4641,25"
"10124897";"28/11/2012";"2968,70"
"10124899";"16/06/2009";"4134,98"
"10124900";"25/03/2014";"2851,92"
"10124901";"12/10/2012";"2882,42"
"10124902";"24/03/2015";"2750,92"
"10124903";"26/09/2008";"2664,23"
"10124905";"04/08/2015";"3770,01"
"10124906";"21/05/2013";"4192,96"
"10124907";"07/06/2013";"2832,07"
"10124908";"12/11/2013";"3340,30"
"10124909";"02/03/2009";"4625,02"
"10124910";"18/11/2011";"2685,94"
"10124911";"09/09/2009";"2209,83"
"10124912";"16/04/2014";"3328,58"
"10124913";"01/08/2014";"4379,00"
"10124914";"02/09/2010";"2733,76"
"10124915";"23/10/2013";"4680,60"
"10124917";"26/11/2010";"2921,16"
"10124918";"08/07/2014";"2690,51"
"10124919";"17/03/2015";"2978,14"
"10124920";"06/08/2016";"3380,11"
"10124921";"20/06/2003";"3355,93"
"10124922";"24/03/2015";"2814,48"
"10124924";"25/06/2015";"4547,92"
"10124925";"23/05/2008";"4360,79"
"10124926";"01/07/2012";"2792,46"
"10124927";"19/05/2011";"2990,24"
"10124928";"06/03/2015";"2809,01"
"10124929";"25/08/2012";"2926,81"
"10124930";"22/11/2011";"2411,23"
"10124931";"11/08/2015";"4692,65"
"10124932";"08/08/2011";"2528,78"
"10124933";"01/07/2010";"2860,08"
"10124934";"28/12/2011";"3149,46"
"10124935";"23/06/2015";"2695,49"
"10124936";"30/09/2008";"2587,97"
"10124937";"22/07/2011";"2722,45"
"10124938";"08/09/2014";"2867,14"
"10124939";"26/02/2013";"3105,67"
"10124940";"05/07/2010";"2345,73"
"10124941";"11/03/2015";"4088,21"
"10124943";"07/03/2016";"3482,88"
"10124945";"04/07/2012";"4120,25"
"10124946";"01/09/2014";"3177,39"
"10124948";"06/03/2015";"3091,15"
"10124949";"01/11/2013";"2543,49"
"10124950";"26/11/2013";"2547,78"
"10124951";"27/01/2015";"2625,38"
"10124952";"10/02/2014";"3113,54"
"10124953";"23/07/2007";"2567,89"
"10124954";"13/03/2014";"2698,17"
"10124955";"15/03/2010";"2480,71"
"10124956";"26/02/2015";"3917,50"
"10124957";"14/09/2009";"2973,47"
"10124958";"10/04/2011";"3406,98"
"10124959";"11/07/2012";"3174,03"
"10124960";"08/09/2009";"3362,06"
"10124961";"17/11/2015";"4730,36"
"10124962";"10/01/2015";"2640,87"
"10124963";"20/05/2009";"2618,34"
"10124964";"12/02/2010";"2377,88"
"10124965";"12/12/2013";"2684,51"
"10124966";"03/03/2016";"2642,01"
"10124967";"20/06/2012";"2796,03"
"10124968";"06/11/2012";"2481,63"
"10124969";"19/10/2009";"2691,38"
"10124970";"01/08/2012";"3157,04"
"10124971";"03/08/2014";"2967,70"
"10124972";"22/04/2015";"2705,07"
"10124973";"15/06/2010";"2434,62"
"10124974";"26/03/2013";"2614,06"
"10124975";"11/02/2009";"2580,70"
"10124976";"10/04/2012";"2681,33"
"10124977";"07/08/2014";"2925,51"
"10124978";"18/03/2015";"2913,83"
"10124979";"15/05/2015";"2687,84"
"10124980";"07/01/2009";"2790,46"
"10124981";"05/10/2011";"3164,55"
"10124982";"12/02/2015";"2768,49"
"10124983";"16/10/2012";"2841,59"
"10124984";"12/03/2014";"2688,76"
"10124985";"05/09/2012";"3013,57"
"10124986";"22/12/2011";"2783,16"
"10124987";"22/07/2011";"2817,24"
"10124988";"01/05/2013";"2928,83"
"10124989";"22/11/2015";"2984,40"
"10124990";"10/01/2013";"2486,97"
"10124991";"15/12/2014";"2770,97"
"10124992";"11/11/2013";"4685,66"
"10124993";"28/10/2013";"3368,33"
"10124994";"16/10/2014";"3092,52"
"10124995";"18/05/2013";"3203,46"
"10124996";"15/02/2013";"3115,75"
"10124997";"27/03/2014";"2992,68"
"10124998";"01/06/2012";"2779,97"
"10124999";"01/01/2012";"2525,69"
"10125000";"22/06/2009";"2740,54"
"10125001";"11/06/2014";"2607,71"
"10125003";"29/07/2016";"4672,63"
"10125004";"04/08/2011";"1828,05"
"10125005";"25/02/2016";"3000,11"
"10125006";"12/02/2008";"2677,74"
"10125007";"27/02/2014";"2734,94"
"10125008";"18/03/2011";"2710,36"
"10125009";"01/10/2012";"2844,37"
"10125010";"03/02/2012";"2355,56"
"10125012";"18/06/2009";"2666,00"
"10125013";"10/01/2011";"2703,22"
"10125014";"04/06/2014";"4346,80"
"10125015";"06/11/2009";"3710,03"
"10125016";"05/02/2014";"2858,16"
"10125017";"09/05/2007";"2647,38"
"10125018";"24/09/2014";"3180,79"
"10125019";"05/06/2009";"2541,32"
"10125020";"04/05/2016";"3662,34"
"10125021";"18/11/2006";"2735,60"
"10125022";"03/06/2016";"4724,09"
"10125023";"13/06/2011";"2439,85"
"10125026";"31/08/2012";"2777,50"
"10125028";"26/11/2015";"2951,61"
"10125029";"10/03/2015";"2683,14"
"10125030";"09/05/2013";"3110,09"
"10125031";"26/01/2015";"2682,78"
"10125032";"03/01/2012";"2620,12"
"10125033";"16/09/2015";"2785,85"
"10125034";"28/08/2015";"2733,30"
"10125035";"01/05/2010";"2761,11"
"10125036";"12/09/2013";"2937,50"
"10125037";"17/10/2014";"3169,24"
"10125038";"22/07/2015";"4681,73"
"10125040";"13/09/2007";"3352,91"
"10125041";"07/11/2012";"3056,49"
"10125042";"10/04/2013";"2536,66"
"10125043";"27/06/2012";"2447,52"
"10125044";"20/11/2009";"2851,85"
"10125045";"12/11/2015";"4694,66"
"10125046";"11/02/2009";"2268,53"
"10125047";"11/10/2012";"2662,16"
"10125048";"09/01/2014";"3075,66"
"10125049";"03/12/2012";"2689,05"
"10125050";"01/02/2014";"3457,46"
"10125051";"03/11/2010";"2708,04"
"10125053";"01/06/2007";"4208,85"
"10125054";"23/10/2014";"2945,30"
"10125055";"02/10/2015";"2662,45"
"10125056";"27/02/2015";"3123,68"
"10125057";"16/10/2012";"2631,92"
"10125059";"30/01/2013";"2602,72"
"10125060";"01/05/2009";"2808,49"
"10125061";"25/07/2011";"2833,35"
"10125062";"06/08/2009";"2673,72"
"10125063";"01/04/2008";"2372,55"
"10125064";"02/12/2014";"2902,67"
"10125065";"29/11/2013";"2907,12"
"10125067";"25/06/2014";"2881,61"
"10125068";"06/08/2014";"2669,75"
"10125069";"22/04/2009";"2759,73"
"10125070";"06/12/2007";"4470,17"
"10125071";"10/05/2012";"2818,48"
"10125072";"12/06/2009";"4185,29"
"10125073";"16/01/2012";"2779,75"
"10125074";"12/09/2014";"2607,01"
"10125075";"26/05/2015";"3460,66"
"10125076";"13/06/2014";"4669,78"
"10125077";"09/07/2008";"2492,22"
"10125078";"25/05/2015";"2598,46"
"10125079";"01/09/2011";"2369,59"
"10125081";"27/02/2014";"2707,39"
"10125082";"01/05/2016";"4891,99"
"10125083";"02/07/2012";"4428,62"
"10125084";"11/07/2013";"2312,80"
"10125086";"09/07/2013";"2809,18"
"10125087";"01/02/2010";"2148,75"
"10125088";"21/03/2012";"2514,71"
"10125089";"27/02/2012";"3099,97"
"10125091";"13/01/2015";"2974,04"
"10125092";"01/11/2011";"2989,94"
"10125093";"21/07/2014";"4245,89"
"10125094";"13/01/2014";"2791,87"
"10125095";"02/04/2015";"3386,68"
"10125096";"10/02/2007";"2686,65"
"10125097";"14/05/2013";"2895,08"
"10125098";"28/03/2016";"4868,76"
"10125099";"08/02/2011";"2869,77"
"10125100";"14/10/2010";"4570,43"
"10125101";"18/06/2013";"3182,60"
"10125102";"13/04/2016";"2609,08"
"10125103";"10/01/2012";"2428,29"
"10125104";"23/08/2011";"2627,03"
"10125105";"03/03/2010";"2951,51"
"10125106";"07/01/2011";"2665,93"
"10125107";"08/10/2013";"2752,46"
"10125108";"15/02/2008";"2484,90"
"10125109";"14/01/2015";"3089,96"
"10125110";"01/11/2013";"2762,25"
"10125111";"19/04/2013";"2621,32"
"10125112";"01/12/2014";"2878,72"
"10125113";"14/08/2013";"2891,21"
"10125114";"22/05/2009";"2679,73"
"10125115";"10/02/2010";"2804,02"
"10125116";"09/04/2015";"3595,98"
"10125117";"23/02/2010";"2639,03"
"10125119";"01/09/2011";"2891,11"
"10125120";"17/08/2015";"2602,92"
"10125121";"25/11/2014";"2760,33"
"10125122";"01/04/2009";"2773,56"
"10125123";"06/02/2010";"2754,89"
"10125124";"01/08/2007";"2487,25"
"10125125";"21/08/2014";"2705,17"
"10125126";"01/05/2010";"2756,06"
"10125127";"19/01/2009";"2663,00"
"10125128";"01/01/2016";"4753,49"
"10125129";"21/06/2013";"2725,85"
"10125130";"05/01/2014";"3115,37"
"10125131";"22/11/2010";"2449,34"
"10125132";"15/02/2016";"2725,31"
"10125134";"17/05/2008";"2766,99"
"10125135";"05/06/2012";"5189,82"
"10125136";"15/12/2009";"3294,28"
"10125137";"08/07/2013";"2543,91"
"10125138";"09/08/2016";"4356,23"
"10125139";"06/03/2012";"2710,56"
"10125140";"09/10/2007";"2925,81"
"10125141";"27/02/2013";"2892,88"
"10125142";"27/10/2014";"2806,83"
"10125143";"10/01/2008";"2716,89"
"10125144";"29/01/2009";"2636,23"
"10125145";"18/02/2010";"2652,87"
"10125146";"13/05/2013";"2680,22"
"10125147";"01/05/2012";"2920,28"
"10125148";"10/05/2014";"3209,30"
"10125149";"14/11/2014";"4640,45"
"10125150";"19/02/2014";"4345,92"
"10125151";"10/05/2013";"2748,79"
"10125154";"21/10/2013";"2539,70"
"10125155";"23/04/2012";"2857,01"
"10125156";"27/08/2014";"3005,89"
"10125157";"26/12/2012";"3147,99"
"10125158";"04/10/2012";"2913,13"
"10125159";"12/03/2012";"2874,51"
"10125160";"25/11/2013";"2779,31"
"10125161";"15/06/2015";"4588,61"
"10125162";"20/09/2012";"2347,60"
"10125163";"19/03/2015";"2602,73"
"10125165";"02/02/2009";"2863,40"
"10125166";"01/10/2013";"2804,32"
"10125167";"14/07/2015";"2565,01"
"10125168";"21/07/2014";"3354,56"
"10125169";"24/11/2013";"2640,07"
"10125170";"08/08/2014";"2692,82"
"10125172";"28/11/2014";"2825,84"
"10125173";"07/06/2016";"4885,66"
"10125174";"18/07/2012";"2734,53"
"10125175";"07/10/2014";"2995,44"
"10125177";"01/11/2012";"2597,44"
"10125178";"09/07/2013";"3120,39"
"10125179";"30/06/2012";"2600,99"
"10125180";"22/04/2010";"2235,27"
"10125181";"26/10/2012";"3147,24"
"10125182";"03/02/2014";"4702,53"
"10125183";"05/08/2013";"2896,21"
"10125184";"16/04/2014";"3474,54"
"10125185";"10/07/2007";"2053,33"
"10125186";"11/11/2011";"2407,07"
"10125187";"06/04/2015";"2601,19"
"10125189";"01/04/2011";"2336,19"
"10125190";"19/11/2010";"2822,20"
"10125191";"28/02/2012";"2924,08"
"10125192";"09/03/2010";"2788,95"
"10125193";"06/03/2012";"2573,61"
"10125194";"01/07/2015";"2604,85"
"10125195";"04/05/2009";"2596,17"
"10125196";"26/07/2014";"3302,85"
"10125197";"23/06/2016";"4966,59"
"10125198";"03/10/2012";"2842,91"
"10125199";"17/12/2012";"2673,76"
"10125200";"12/01/2010";"2565,85"
"10125201";"27/07/2010";"2878,11"
"10125202";"12/12/2008";"1871,79"
"10125203";"21/08/2015";"4562,96"
"10125204";"25/04/2011";"2321,16"
"10125205";"23/01/2012";"2811,86"
"10125206";"08/12/2006";"2731,66"
"10125207";"04/08/2014";"2860,46"
"10125208";"07/08/2012";"2641,41"
"10125209";"25/11/2014";"2456,43"
"10125210";"17/02/2010";"2436,50"
"10125211";"30/06/2012";"2921,23"
"10125212";"31/03/2008";"2576,63"
"10125213";"29/09/2016";"4446,62"
"10125214";"16/11/2012";"2721,29"
"10125215";"28/11/2014";"2897,23"
"10125216";"09/03/2015";"3470,11"
"10125218";"27/09/2012";"3196,23"
"10125219";"16/02/2016";"3114,61"
"10125220";"14/05/2008";"2753,64"
"10125221";"04/07/2015";"3199,91"
"10125222";"17/03/2016";"2567,14"
"10125223";"06/03/2015";"3108,37"
"10125224";"15/02/2013";"3119,33"
"10125225";"08/02/2009";"2745,39"
"10125226";"19/07/2010";"2376,63"
"10125227";"30/07/2014";"2989,24"
"10125228";"03/07/2014";"3229,80"
"10125229";"09/01/2014";"2696,90"
"10125230";"06/03/2012";"2609,89"
"10125231";"12/09/2010";"2745,55"
"10125232";"03/09/2007";"2208,69"
"10125233";"02/10/2014";"2796,03"
"10125234";"05/01/2011";"2973,37"
"10125236";"15/09/2011";"2703,77"
"10125237";"01/03/2011";"2713,32"
"10125238";"30/10/2014";"3021,06"
"10125239";"07/07/2015";"2986,11"
"10125241";"10/09/2012";"4597,26"
"10125242";"20/03/2015";"3473,90"
"10125243";"29/09/2011";"2649,48"
"10125244";"12/11/2013";"2780,23"
"10125245";"05/01/2016";"4660,62"
"10125246";"28/05/2007";"2633,63"
"10125247";"30/12/2013";"4271,74"
"10125248";"13/11/2007";"4511,15"
"10125249";"18/09/2014";"4509,04"
"10125250";"22/06/2007";"2513,95"
"10125251";"01/09/2013";"2610,41"
"10125252";"03/09/2014";"3065,47"
"10125253";"28/07/2014";"2754,06"
"10125254";"03/06/2011";"2494,99"
"10125255";"09/10/2014";"4665,81"
"10125256";"24/03/2014";"3029,59"
"10125258";"03/06/2011";"2710,27"
"10125259";"24/11/2011";"2437,09"
"10125260";"01/05/2011";"2354,76"
"10125261";"06/12/2013";"2586,12"
"10125262";"12/11/2014";"3086,25"
"10125264";"28/03/2014";"2578,34"
"10125265";"02/05/2012";"2804,78"
"10125266";"27/04/2004";"2717,44"
"10125267";"16/10/2007";"2112,32"
"10125268";"21/12/2011";"2698,56"
"10125269";"25/11/2008";"1861,91"
"10125270";"01/11/2014";"2995,23"
"10125273";"05/08/2011";"2603,47"
"10125274";"01/07/2014";"2919,77"
"10125275";"01/09/2010";"2775,29"
"10125276";"30/11/2012";"3322,54"
"10125278";"28/01/2014";"2959,20"
"10125279";"03/11/2014";"2532,07"
"10125280";"09/01/2015";"3083,12"
"10125282";"31/07/2008";"2371,74"
"10125283";"16/10/2011";"2168,86"
"10125286";"01/04/2015";"1989,46"
"10125287";"10/10/2014";"3104,52"
"10125288";"19/01/2012";"2895,13"
"10125289";"01/11/2011";"1714,59"
"10125290";"01/09/2012";"3114,17"
"10125291";"09/10/2009";"2666,47"
"10125292";"24/12/2007";"2570,30"
"10125293";"09/02/2010";"3073,75"
"10125294";"25/11/2013";"3171,21"
"10125295";"20/04/2007";"2333,91"
"10125296";"08/07/2008";"2669,72"
"10125297";"04/08/2014";"3011,08"
"10125298";"06/01/2010";"2828,89"
"10125299";"08/10/2009";"4442,83"
"10125300";"30/11/2013";"3022,96"
"10125301";"07/11/2013";"4483,22"
"10125302";"25/06/2015";"3216,18"
"10125303";"06/01/2007";"2437,76"
"10125304";"21/05/2009";"2575,33"
"10125305";"07/03/2016";"4850,74"
"10125306";"23/06/2015";"4397,23"
"10125307";"30/11/2015";"2634,39"
"10125308";"31/10/2014";"2611,81"
"10125309";"06/03/2011";"2426,54"
"10125310";"28/01/2015";"3071,62"
"10125311";"26/10/2015";"4674,22"
"10125312";"17/09/2015";"3229,00"
"10125313";"09/08/2012";"4415,27"
"10125314";"17/09/2014";"3340,09"
"10125315";"14/10/2009";"2809,18"
"10125317";"01/02/2015";"2768,65"
"10125319";"05/08/2014";"4899,52"
"10125320";"22/08/2013";"3126,95"
"10125321";"02/08/2011";"2758,63"
"10125322";"09/03/2010";"2659,39"
"10125323";"12/09/2010";"2440,41"
"10125324";"06/12/2013";"4698,79"
"10125325";"03/12/2015";"4270,32"
"10125326";"07/06/2013";"4641,71"
"10125327";"01/09/2013";"2888,18"
"10125328";"25/06/2013";"3170,61"
"10125329";"11/06/2013";"4609,80"
"10125330";"05/11/2015";"2776,57"
"10125331";"24/09/2013";"2973,92"
"10125332";"22/02/2012";"2779,43"
"10125333";"07/03/2013";"2721,90"
"10125334";"04/02/2010";"2604,79"
"10125335";"10/03/2008";"3698,12"
"10125337";"26/06/2012";"2938,86"
"10125339";"08/02/2012";"2702,06"
"10125340";"24/07/2013";"3127,38"
"10125341";"03/05/2016";"2817,50"
"10125342";"22/05/2015";"3202,46"
"10125343";"02/12/2010";"2390,74"
"10125344";"21/12/2015";"2692,31"
"10125345";"13/09/2010";"2782,28"
"10125346";"27/06/2016";"4609,70"
"10125347";"24/02/2015";"4406,58"
"10125348";"20/05/2013";"3244,62"
"10125349";"15/09/2013";"3154,80"
"10125350";"20/01/2015";"3362,79"
"10125351";"02/09/2012";"2986,02"
"10125352";"27/03/2013";"2944,70"
"10125353";"01/04/2012";"3291,87"
"10125354";"04/05/2015";"2791,87"
"10125355";"15/12/2014";"2839,72"
"10125356";"18/01/2007";"2422,22"
"10125357";"05/10/2015";"2992,61"
"10125358";"17/06/2008";"2914,23"
"10125359";"09/06/2008";"2960,67"
"10125360";"23/09/2013";"2619,12"
"10125361";"14/03/2016";"3141,32"
"10125362";"11/03/2013";"2890,88"
"10125363";"14/01/2013";"3110,31"
"10125364";"16/11/2011";"2664,04"
"10125365";"11/02/2016";"4795,38"
"10125366";"01/02/2016";"4816,74"
"10125367";"27/10/2011";"2869,91"
"10125368";"20/08/2014";"3230,87"
"10125369";"21/08/2013";"3086,37"
"10125370";"19/08/2013";"4482,78"
"10125371";"01/08/2009";"2891,99"
"10125372";"06/09/2013";"2542,11"
"10125373";"29/11/2006";"3707,42"
"10125374";"18/08/2008";"3027,86"
"10125375";"19/04/2011";"2828,71"
"10125376";"01/02/2014";"3456,17"
"10125378";"24/01/2014";"4513,16"
"10125379";"30/03/2007";"2488,01"
"10125380";"18/04/2007";"5189,75"
"10125381";"30/01/2015";"3666,33"
"10125382";"04/04/2012";"3075,21"
"10125383";"03/01/2007";"2865,49"
"10125384";"04/02/2015";"4632,43"
"10125385";"16/04/2015";"2789,54"
"10125386";"04/11/2015";"3234,03"
"10125387";"11/09/2006";"3808,45"
"10125388";"29/12/2009";"4042,21"
"10125389";"12/03/2007";"2835,94"
"10125390";"16/06/2014";"2766,45"
"10125391";"05/12/2013";"3463,07"
"10125393";"22/03/2011";"2886,51"
"10125394";"11/11/2011";"2713,06"
"10125395";"02/09/2008";"3195,18"
"10125396";"10/06/2010";"2794,98"
"10125397";"18/02/2008";"2677,30"
"10125399";"10/10/2013";"4358,30"
"10125400";"14/03/2008";"2533,62"
"10125401";"31/01/2011";"3577,83"
"10125402";"10/11/2015";"4741,65"
"10125403";"31/03/2011";"2702,42"
"10125404";"13/08/2015";"4306,15"
"10125405";"01/04/2010";"3714,79"
"10125406";"19/01/2012";"2593,66"
"10125407";"11/04/2011";"2869,39"
"10125408";"15/07/2012";"3108,33"
"10125409";"01/03/2015";"3211,70"
"10125410";"18/05/2015";"4643,54"
"10125411";"24/11/2011";"2546,24"
"10125412";"26/07/2011";"2835,65"
"10125413";"16/05/2010";"4481,15"
"10125414";"11/04/2007";"3037,90"
"10125415";"03/10/2016";"2474,36"
"10125416";"22/12/2015";"3395,20"
"10125417";"13/02/2008";"3163,70"
"10125418";"18/02/2008";"3957,30"
"10125419";"17/02/2010";"3324,83"
"10125420";"16/04/2012";"4014,10"
"10125421";"29/01/2013";"2916,19"
"10125422";"09/06/2016";"3403,64"
"10125423";"24/10/2011";"3051,54"
"10125424";"14/09/2015";"3552,35"
"10125425";"03/07/2012";"2365,85"
"10125426";"01/04/2007";"2470,32"
"10125427";"04/01/2016";"2398,32"
"10125428";"01/02/2013";"4119,19"
"10125429";"29/04/2013";"3643,89"
"10125430";"27/07/2012";"3428,10"
"10125431";"20/06/2008";"2962,67"
"10125432";"01/11/2014";"3339,36"
"10125433";"18/02/2010";"2596,91"
"10125434";"08/09/2016";"3815,82"
"10125435";"21/05/1998";"2445,37"
"10125436";"05/09/2013";"2951,01"
"10125437";"13/05/2008";"2753,73"
"10125438";"15/01/1996";"3877,92"
"10125439";"28/08/2008";"2939,29"
"10125440";"20/05/2015";"3201,53"
"10125441";"14/02/2014";"3321,50"
"10125442";"04/09/2013";"2145,51"
"10125443";"01/10/2011";"2480,04"
"10125444";"08/07/2009";"2938,59"
"10125445";"07/04/2011";"2804,18"
"10125446";"07/04/2014";"4291,60"
"10125447";"10/04/2007";"2457,24"
"10125448";"20/05/2011";"2913,33"
"10125449";"14/06/2016";"4352,65"
"10125450";"07/09/2010";"2421,79"
"10125451";"25/07/2008";"2957,39"
"10125452";"22/07/2014";"3397,33"
"10125453";"02/01/2011";"2761,10"
"10125454";"02/08/2016";"4862,45"
"10125455";"05/11/2012";"4639,72"
"10125456";"09/12/2014";"4898,04"
"10125457";"01/10/2007";"1734,80"
"10125458";"22/10/2013";"4212,95"
"10125459";"31/05/2013";"4753,71"
"10125460";"24/03/2014";"3879,66"
"10125461";"03/02/2010";"2731,23"
"10125462";"23/01/2015";"1594,81"
"10125464";"08/07/2016";"880,00"
"10125465";"14/04/2015";"3660,15"
"10125466";"29/12/2010";"2615,98"
"10125467";"19/03/2012";"3084,55"
"10125468";"11/04/2014";"4204,00"
"10125469";"02/12/2015";"4542,97"
"10125471";"27/10/2013";"2538,14"
"10125472";"29/10/2014";"4016,92"
"10125473";"30/11/2006";"3503,95"
"10125474";"01/02/2013";"3451,33"
"10125475";"24/01/2013";"2429,69"
"10125476";"02/09/2009";"1736,57"
"10125477";"04/07/2013";"3319,94"
"10125478";"30/06/2016";"4848,35"
"10125479";"10/01/2014";"3176,13"
"10125480";"15/05/2013";"3022,95"
"10125481";"25/11/2015";"3475,58"
"10125482";"31/03/2008";"2649,19"
"10125483";"25/08/2008";"2691,19"
"10125484";"24/04/2013";"2422,16"
"10125485";"18/12/2012";"4117,84"
"10125486";"24/03/2010";"3210,19"
"10125487";"22/07/2011";"1732,12"
"10125488";"01/11/2015";"4590,24"
"10125489";"01/11/2012";"2874,82"
"10125490";"15/07/2007";"2930,11"
"10125491";"16/06/2010";"1394,09"
"10125492";"12/05/2010";"1965,29"
"10125493";"15/01/2008";"2682,86"
"10125494";"18/01/2013";"4549,42"
"10125495";"24/11/2010";"3407,24"
"10125496";"24/03/2015";"3157,11"
"10125497";"13/07/2013";"3343,87"
"10125498";"19/08/2013";"2700,14"
"10125499";"02/05/2012";"3829,35"
"10125500";"27/03/2013";"2968,77"
"10125501";"20/11/2013";"3497,10"
"10125502";"31/03/2016";"3228,13"
"10125503";"28/03/2013";"2118,11"
"10125504";"16/10/2006";"3657,30"
"10125505";"12/06/2013";"3706,31"
"10125506";"16/01/2007";"2736,62"
"10125507";"28/03/2008";"2725,60"
"10125508";"04/02/2010";"2396,67"
"10125509";"05/01/2011";"2798,61"
"10125510";"16/08/2012";"2811,64"
"10125512";"10/09/2008";"1800,55"
"10125513";"11/01/2010";"2849,95"
"10125514";"11/11/2013";"3836,29"
"10125515";"30/12/2007";"2646,39"
"10125516";"28/05/2012";"3127,95"
"10125517";"27/04/2007";"2828,53"
"10125518";"13/06/2008";"4174,02"
"10125519";"03/07/2014";"4303,58"
"10125520";"06/03/2007";"3333,74"
"10125521";"25/10/2010";"2708,24"
"10125522";"17/11/2008";"1904,94"
"10125523";"08/10/2014";"4853,88"
"10125524";"09/05/2008";"1932,73"
"10125525";"02/06/2015";"1623,79"
"10125526";"21/01/2011";"2870,22"
"10125527";"16/08/2013";"3983,67"
"10125528";"14/01/2008";"2862,13"
"10125529";"20/05/2014";"2436,15"
"10125530";"30/11/2011";"3227,62"
"10125531";"18/09/2014";"3703,43"
"10125532";"15/04/2011";"2616,06"
"10125533";"05/10/2012";"3759,65"
"10125534";"29/01/2014";"1773,32"
"10125536";"29/10/2009";"1350,64"
"10125537";"22/12/2015";"3592,28"
"10125538";"20/11/2006";"3616,36"
"10125539";"14/11/2012";"2328,51"
"10125540";"01/10/2009";"2912,63"
"10125541";"29/05/2008";"2669,01"
"10125542";"01/05/2008";"3605,84"
"10125543";"20/06/2007";"3421,39"
"10125544";"14/11/2008";"2673,90"
"10125545";"03/12/2012";"2844,52"
"10125546";"07/01/2009";"2664,34"
"10125547";"12/08/2016";"1611,55"
"10125548";"27/09/2010";"3196,46"
"10125549";"17/11/2006";"2880,22"
"10125550";"11/09/2015";"1934,05"
"10125551";"08/01/2008";"2250,62"
"10125552";"01/11/2013";"1422,75"
"10125553";"02/02/2016";"3494,21"
"10125554";"01/10/2007";"2668,36"
"10125555";"08/06/2007";"2938,82"
"10125556";"26/03/2015";"3231,00"
"10125557";"18/10/2011";"2653,87"
"10125558";"26/07/2007";"2567,83"
"10125559";"30/11/2006";"2870,20"
"10125560";"09/11/2015";"3409,74"
"10125561";"15/05/2014";"3869,98"
"10125562";"05/04/2016";"3647,40"
"10125563";"21/05/2012";"3472,65"
"10125564";"06/05/2015";"1317,34"
"10125565";"04/07/2007";"3279,92"
"10125566";"03/08/2009";"3031,23"
"10125567";"13/12/2012";"3240,36"
"10125568";"08/02/2011";"3195,76"
"10125569";"27/05/2009";"4125,82"
"10125570";"09/08/2013";"3239,63"
"10125571";"14/12/2006";"3751,66"
"10125572";"19/01/2010";"2335,87"
"10125573";"27/06/2007";"3397,91"
"10125574";"01/02/2016";"3509,08"
"10125576";"17/10/2013";"4267,18"
"10125577";"08/05/2012";"2761,15"
"10125578";"19/02/2011";"2907,25"
"10125579";"04/05/2009";"3436,57"
"10125580";"09/04/2007";"2818,48"
"10125581";"17/03/2015";"2130,37"
"10125582";"03/12/2015";"2315,92"
"10125583";"15/01/2008";"3522,20"
"10125584";"12/03/2010";"3181,51"
"10125585";"03/06/2013";"3770,03"
"10125586";"09/09/2013";"1335,72"
"10125587";"14/10/2014";"3119,63"
"10125588";"01/04/2013";"3246,34"
"10125589";"13/04/2007";"3274,80"
"10125590";"10/10/2012";"3240,95"
"10125591";"23/10/2015";"1505,98"
"10125592";"04/10/2011";"3227,29"
"10125593";"24/06/2009";"3310,11"
"10125594";"18/01/2013";"3122,18"
"10125595";"20/05/2008";"2073,78"
"10125596";"22/06/2016";"3054,93"
"10125597";"03/06/2008";"2712,75"
"10125598";"15/01/2009";"2962,83"
"10125599";"13/03/2014";"3234,84"
"10125600";"30/04/2008";"4390,65"
"10125601";"21/10/2011";"3625,35"
"10125602";"05/06/2012";"3252,83"
"10125603";"27/11/2012";"4045,72"
"10125604";"11/06/2007";"3938,62"
"10125605";"26/05/2014";"3091,15"
"10125606";"08/04/2014";"3203,81"
"10125607";"08/11/2012";"3289,23"
"10125608";"21/05/2007";"3689,53"
"10125609";"31/05/2010";"3312,10"
"10125610";"06/03/2015";"3209,69"
"10125611";"30/12/2010";"2936,21"
"10125613";"25/04/2011";"2899,98"
"10125615";"23/07/2007";"3117,13"
"10125616";"30/01/2007";"2948,26"
"10125617";"20/08/2012";"2870,40"
"10125619";"11/06/2007";"2052,74"
"10125620";"21/11/2006";"2830,38"
"10125621";"18/12/2008";"2576,07"
"10125622";"25/01/2007";"3142,76"
"10125623";"26/07/2012";"3493,71"
"10125624";"06/03/2008";"2945,77"
