"ID_PARTICIPANTE";"DT_INICIO_BENEFICIO";"VL_VALOR"
"10124120";"22/06/2012";"2988,58"
"10124121";"19/04/2010";"3066,40"
"10124122";"15/01/2008";"2827,90"
"10124123";"06/01/2012";"3021,93"
"10124124";"05/10/2006";"4338,65"
"10124125";"08/01/2013";"3402,44"
"10124126";"14/02/2011";"2538,79"
"10124127";"03/09/2008";"3171,87"
"10124128";"21/08/2012";"3224,33"
"10124129";"08/05/2013";"3481,04"
"10124130";"26/04/2007";"3164,88"
"10124131";"27/09/2007";"3291,37"
"10124132";"27/08/2007";"1895,25"
"10124133";"12/04/2010";"3640,63"
"10124134";"14/10/2009";"3488,55"
"10124135";"14/01/2009";"3527,36"
"10124136";"30/12/2007";"3208,71"
"10124137";"03/03/2009";"2995,25"
"10124138";"13/10/2011";"2217,03"
"10124139";"12/05/2009";"2654,12"
"10124140";"10/12/2007";"4486,88"
"10124141";"28/03/2007";"3128,85"
"10124142";"05/08/2013";"3367,64"
"10124143";"20/05/2008";"1742,80"
"10124144";"09/09/2009";"3435,95"
"10124145";"09/06/2014";"3678,77"
"10124146";"22/08/2014";"4600,88"
"10124147";"01/06/2007";"3372,59"
"10124148";"29/03/2007";"2646,56"
"10124150";"11/04/2013";"3248,94"
"10124151";"12/07/2010";"3080,96"
"10124152";"26/03/2012";"3207,45"
"10124153";"12/11/2014";"3400,46"
"10124154";"18/12/2007";"2855,57"
"10124155";"06/01/2009";"3170,97"
"10124156";"21/07/2006";"3853,41"
"10124157";"13/10/2012";"3288,91"
"10124158";"01/01/2008";"2865,98"
"10124159";"15/03/2010";"2037,21"
"10124160";"01/07/2009";"3570,20"
"10124161";"14/01/2011";"3854,55"
"10124162";"12/01/2009";"2562,77"
"10124163";"10/07/2007";"2934,53"
"10124164";"01/02/2007";"3125,29"
"10124165";"19/04/2013";"3639,45"
"10124166";"01/03/2010";"2678,54"
"10124167";"16/07/2012";"3900,90"
"10124168";"13/06/2008";"3291,26"
"10124169";"07/01/2013";"2608,39"
"10124170";"05/10/2011";"4022,93"
"10124171";"16/01/2012";"4127,03"
"10124172";"03/03/2015";"3337,53"
"10124173";"14/09/2015";"4604,71"
"10124174";"01/05/2008";"3301,39"
"10124175";"01/12/2007";"2705,62"
"10124176";"01/11/2009";"4302,66"
"10124177";"01/10/2010";"2686,55"
"10124178";"05/07/2007";"4237,33"
"10124179";"04/05/2012";"3447,47"
"10124180";"22/07/2011";"3466,68"
"10124181";"06/05/2014";"3208,70"
"10124182";"20/04/2007";"3553,42"
"10124183";"25/03/2008";"2052,40"
"10124184";"07/07/2008";"2086,05"
"10124186";"08/06/2007";"3040,03"
"10124187";"30/04/2007";"3799,57"
"10124188";"25/09/2014";"3482,47"
"10124189";"06/09/2011";"3162,28"
"10124190";"10/05/2007";"4575,53"
"10124191";"15/10/2010";"2913,70"
"10124192";"31/01/2007";"3551,24"
"10124193";"10/02/2007";"2988,85"
"10124194";"19/03/2014";"3318,95"
"10124195";"27/09/2007";"2657,98"
"10124196";"23/11/2010";"2716,73"
"10124197";"29/12/2006";"3077,02"
"10124198";"14/12/2006";"4330,01"
"10124199";"11/01/2007";"3004,31"
"10124200";"10/07/2007";"2639,90"
"10124201";"05/02/2009";"2715,96"
"10124202";"01/11/2008";"2584,93"
"10124203";"11/08/2015";"2701,24"
"10124204";"09/05/2014";"3493,90"
"10124205";"10/08/2007";"3057,04"
"10124206";"08/10/2012";"3576,86"
"10124207";"13/05/2011";"3066,06"
"10124208";"09/09/2010";"3502,22"
"10124209";"18/09/2007";"3880,36"
"10124210";"08/10/2010";"2966,91"
"10124211";"06/02/2007";"3559,11"
"10124212";"29/02/2012";"3371,01"
"10124213";"28/11/2011";"3093,95"
"10124214";"22/09/2010";"3319,73"
"10124215";"01/07/2007";"2498,47"
"10124216";"03/11/2010";"2881,18"
"10124217";"08/02/2010";"3843,76"
"10124218";"09/10/2012";"3163,11"
"10124219";"12/07/2007";"3043,45"
"10124220";"01/06/2012";"3451,30"
"10124221";"15/05/2009";"4649,90"
"10124222";"08/09/2008";"3182,70"
"10124223";"09/11/2010";"3705,60"
"10124224";"03/05/2012";"3213,82"
"10124225";"22/05/2012";"3439,19"
"10124226";"21/08/2012";"4514,89"
"10124227";"21/11/2008";"3305,59"
"10124228";"20/07/2012";"3589,97"
"10124229";"11/12/2007";"4423,70"
"10124230";"13/03/2012";"3332,44"
"10124231";"30/11/2015";"3221,14"
"10124232";"01/12/2010";"3409,98"
"10124233";"23/04/2012";"3680,35"
"10124234";"01/10/2008";"3317,47"
"10124235";"21/02/2013";"4477,62"
"10124236";"30/06/2009";"2883,39"
"10124237";"23/04/2014";"3094,36"
"10124238";"04/09/2007";"3152,90"
"10124239";"01/02/2011";"3310,05"
"10124240";"31/05/2015";"4915,47"
"10124241";"07/07/2010";"4569,72"
"10124242";"07/01/2011";"2674,49"
"10124243";"26/02/2007";"3520,33"
"10124244";"11/12/2014";"3572,44"
"10124245";"25/05/2012";"3620,72"
"10124246";"18/10/2010";"3509,21"
"10124247";"12/07/2007";"4930,99"
"10124248";"12/11/2014";"3099,76"
"10124249";"04/11/2015";"2654,21"
"10124250";"19/03/2010";"3796,83"
"10124251";"30/08/2011";"3134,66"
"10124252";"10/05/2011";"3332,19"
"10124253";"26/06/2012";"3711,68"
"10124254";"22/03/2011";"2788,90"
"10124256";"16/07/2014";"3894,42"
"10124257";"29/10/2015";"4700,45"
"10124258";"01/01/2010";"3292,66"
"10124259";"12/07/2012";"3011,58"
"10124260";"07/01/2010";"2754,40"
"10124261";"01/04/2009";"2771,72"
"10124262";"22/11/2010";"3087,22"
"10124263";"22/07/2009";"2251,76"
"10124264";"17/11/2011";"2775,42"
"10124265";"12/05/2011";"3582,25"
"10124266";"02/08/2007";"2835,89"
"10124267";"22/01/2007";"4519,38"
"10124268";"31/05/2010";"2942,47"
"10124269";"20/04/2009";"2698,74"
"10124270";"06/10/2011";"2794,25"
"10124271";"15/04/2010";"3429,83"
"10124272";"01/12/2011";"3443,28"
"10124273";"20/08/2008";"3061,05"
"10124274";"31/03/2007";"5046,05"
"10124275";"13/06/2011";"3616,42"
"10124276";"18/02/2009";"3326,35"
"10124278";"01/09/2011";"3586,58"
"10124279";"02/06/2011";"2957,04"
"10124280";"07/02/2007";"5067,18"
"10124281";"03/04/2013";"3351,83"
"10124282";"28/11/2013";"4582,37"
"10124283";"02/12/2010";"2727,28"
"10124284";"16/02/2011";"3726,66"
"10124285";"16/01/2012";"3257,25"
"10124286";"03/10/2013";"4244,50"
"10124287";"25/04/2011";"3870,20"
"10124289";"17/01/2007";"3082,91"
"10124290";"03/02/2010";"3072,86"
"10124291";"04/01/2008";"2755,01"
"10124292";"09/06/2011";"3154,36"
"10124293";"25/08/2012";"3915,90"
"10124294";"16/11/2009";"2185,48"
"10124295";"09/01/2013";"3392,17"
"10124296";"20/10/2011";"3231,81"
"10124297";"28/12/2007";"3909,72"
"10124298";"14/12/2010";"3089,08"
"10124299";"20/01/2007";"2810,89"
"10124300";"13/07/2012";"3668,90"
"10124301";"06/12/2006";"3588,62"
"10124302";"23/12/2011";"3453,91"
"10124303";"22/07/2015";"4648,06"
"10124304";"07/05/2008";"2769,51"
"10124305";"26/03/2016";"4868,76"
"10124306";"30/09/2013";"3242,52"
"10124307";"07/12/2015";"4742,42"
"10124308";"09/11/2011";"3223,39"
"10124309";"02/01/2014";"3566,80"
"10124310";"13/10/2008";"3765,51"
"10124311";"24/06/2010";"3128,01"
"10124312";"13/06/2007";"3650,97"
"10124313";"12/05/2009";"3337,72"
"10124314";"01/03/2011";"4547,35"
"10124315";"24/06/2013";"2531,64"
"10124316";"01/10/2009";"3466,02"
"10124317";"27/08/2008";"3036,39"
"10124318";"09/08/2011";"3246,35"
"10124319";"11/05/2009";"3544,34"
"10124320";"17/04/2012";"2916,53"
"10124321";"06/12/2007";"2898,39"
"10124322";"19/09/2008";"3073,79"
"10124323";"01/11/2007";"1980,78"
"10124324";"22/07/2011";"2676,58"
"10124325";"01/12/2010";"2682,14"
"10124326";"16/07/2012";"3133,53"
"10124327";"30/11/2006";"2139,80"
"10124328";"05/03/2015";"3256,76"
"10124329";"15/08/2008";"3285,38"
"10124330";"05/04/2011";"3558,73"
"10124331";"21/08/2015";"3325,81"
"10124332";"23/11/2009";"2155,48"
"10124334";"02/05/2007";"1886,76"
"10124335";"16/07/2009";"3028,48"
"10124336";"04/08/2012";"4557,26"
"10124337";"02/03/2011";"2909,96"
"10124338";"17/04/2012";"3628,36"
"10124339";"25/10/2012";"3373,26"
"10124340";"20/01/2011";"2773,36"
"10124341";"23/07/2007";"2960,76"
"10124343";"26/11/2013";"3363,07"
"10124344";"30/03/2015";"3750,54"
"10124345";"18/06/2010";"3182,78"
"10124346";"10/03/2011";"1919,51"
"10124347";"07/02/2013";"3356,53"
"10124348";"20/07/2011";"3181,67"
"10124349";"08/11/2008";"2870,74"
"10124350";"19/01/2011";"3071,51"
"10124351";"07/05/2007";"3590,52"
"10124352";"01/09/2012";"3583,04"
"10124353";"28/10/2009";"3307,63"
"10124354";"28/11/2007";"2584,19"
"10124355";"03/01/2008";"2677,14"
"10124356";"01/07/2011";"3610,43"
"10124357";"01/11/2007";"3445,62"
"10124358";"29/04/2008";"4398,37"
"10124359";"13/09/2010";"2802,07"
"10124360";"01/03/2015";"3687,13"
"10124361";"09/07/2008";"2624,53"
"10124362";"19/08/2010";"3314,28"
"10124363";"19/09/2014";"4592,00"
"10124364";"17/11/2006";"2771,38"
"10124365";"16/04/2015";"3902,51"
"10124366";"02/12/2010";"2595,72"
"10124367";"08/04/2011";"3190,73"
"10124368";"21/08/2009";"3427,63"
"10124369";"16/06/2014";"3701,35"
"10124370";"22/05/2009";"3413,99"
"10124371";"24/04/2016";"4859,60"
"10124372";"08/04/2013";"3654,65"
"10124373";"01/09/2013";"2902,39"
"10124374";"01/08/2013";"2965,87"
"10124375";"21/11/2012";"2576,59"
"10124376";"19/02/2015";"3409,75"
"10124377";"10/01/2008";"3448,62"
"10124378";"12/09/2013";"2762,98"
"10124380";"20/09/2012";"2503,17"
"10124381";"06/11/2013";"2716,75"
"10124382";"01/12/2010";"2366,57"
"10124383";"18/03/2011";"3435,40"
"10124384";"22/03/2007";"3097,02"
"10124385";"10/08/2011";"2897,75"
"10124386";"07/03/2016";"2659,12"
"10124387";"07/10/2014";"3298,49"
"10124388";"11/02/2013";"2710,60"
"10124389";"09/08/2011";"3092,13"
"10124390";"08/04/2015";"2896,03"
"10124391";"28/06/2007";"2446,90"
"10124392";"30/08/2010";"3849,62"
"10124393";"18/08/2009";"2975,87"
"10124394";"26/11/2014";"2999,80"
"10124395";"19/08/2011";"2796,73"
"10124396";"28/10/2013";"2733,45"
"10124397";"08/03/2007";"2750,27"
"10124398";"03/05/2011";"2692,17"
"10124399";"16/09/2015";"2525,01"
"10124400";"06/06/2008";"2848,94"
"10124401";"22/03/2015";"3182,09"
"10124402";"25/10/2013";"3040,04"
"10124403";"17/10/2014";"2729,97"
"10124404";"10/02/2015";"3195,57"
"10124405";"18/09/2012";"2656,43"
"10124406";"19/05/2016";"4358,31"
"10124407";"05/04/2013";"2614,30"
"10124408";"11/12/2009";"4289,73"
"10124409";"12/06/2012";"3100,18"
"10124410";"06/04/2010";"2756,34"
"10124411";"17/02/2012";"2787,35"
"10124412";"21/01/2013";"2721,81"
"10124413";"29/05/2014";"2498,97"
"10124414";"06/10/2012";"3183,12"
"10124415";"17/12/2014";"2678,55"
"10124416";"14/05/2013";"4302,45"
"10124418";"11/08/2011";"3001,28"
"10124419";"06/01/2014";"2644,04"
"10124421";"21/06/2013";"4552,78"
"10124422";"30/08/2016";"4961,28"
"10124423";"08/07/2015";"2985,90"
"10124424";"29/02/2012";"2767,04"
"10124425";"03/08/2016";"4640,40"
"10124426";"30/10/2009";"2294,60"
"10124428";"05/01/2015";"2971,29"
"10124429";"24/07/2015";"4533,42"
"10124430";"01/02/2015";"3087,09"
"10124431";"20/11/2012";"2681,82"
"10124432";"15/02/2013";"2707,04"
"10124433";"20/04/2010";"3888,71"
"10124434";"02/05/2008";"5162,36"
"10124435";"27/02/2015";"2670,11"
"10124436";"21/12/2015";"2678,96"
"10124437";"15/06/2016";"4559,65"
"10124438";"15/07/2010";"2675,09"
"10124439";"25/11/2015";"2805,67"
"10124440";"04/01/2013";"2606,46"
"10124441";"19/04/2011";"3043,79"
"10124443";"26/01/2015";"2810,30"
"10124444";"15/03/2013";"2378,99"
"10124445";"28/08/2014";"2569,64"
"10124446";"10/12/2012";"2579,89"
"10124447";"29/06/2015";"4626,17"
"10124448";"01/03/2007";"2637,47"
"10124449";"01/06/2010";"2880,97"
"10124450";"21/07/2015";"2615,58"
"10124451";"07/07/2010";"2949,29"
"10124453";"25/11/2014";"3133,95"
"10124454";"16/12/2010";"2607,47"
"10124455";"10/12/2013";"3171,48"
"10124456";"09/04/2012";"2610,48"
"10124458";"19/09/2011";"4190,66"
"10124459";"27/04/2014";"2998,17"
"10124460";"05/02/2016";"2780,79"
"10124461";"15/01/2015";"4555,42"
"10124462";"17/03/2009";"2619,83"
"10124463";"04/05/2015";"3120,99"
"10124464";"03/10/2007";"2736,55"
"10124465";"06/11/2008";"2758,21"
"10124466";"11/02/2010";"2132,76"
"10124467";"04/03/2016";"4534,81"
"10124468";"06/03/2007";"2679,12"
"10124469";"10/01/2012";"2822,09"
"10124470";"27/02/2015";"3037,79"
"10124471";"05/05/2011";"2757,82"
"10124472";"13/03/2009";"2773,38"
"10124473";"20/10/2011";"2521,83"
"10124474";"07/12/2011";"2449,34"
"10124475";"11/06/2010";"2754,21"
"10124476";"02/08/2012";"2523,81"
"10124477";"19/02/2008";"2561,52"
"10124478";"31/05/2011";"2874,16"
"10124479";"29/11/2012";"2728,35"
"10124480";"13/08/2010";"2833,69"
"10124481";"28/04/2007";"2555,16"
"10124482";"13/07/2011";"2979,38"
"10124483";"06/08/2008";"2785,62"
"10124484";"12/02/2010";"2577,42"
"10124485";"24/05/2012";"2875,65"
"10124486";"16/03/2009";"2676,86"
"10124487";"14/10/2013";"2849,09"
"10124488";"30/12/2014";"3263,27"
"10124489";"04/03/2010";"2464,58"
"10124490";"26/03/2015";"2722,05"
"10124491";"21/05/2011";"2469,44"
"10124492";"29/12/2008";"2769,29"
"10124493";"15/05/2013";"3152,96"
"10124494";"27/03/2008";"2332,11"
"10124495";"27/02/2009";"2733,07"
"10124496";"30/08/2010";"2472,49"
"10124497";"16/01/2012";"2684,45"
"10124498";"16/05/2012";"2191,14"
"10124499";"10/05/2016";"4922,48"
"10124501";"01/11/2013";"3712,10"
"10124502";"08/01/2015";"2688,05"
"10124503";"25/03/2010";"2414,06"
"10124504";"12/05/2014";"3461,39"
"10124505";"12/01/2015";"3346,76"
"10124506";"01/05/2010";"2858,59"
"10124507";"26/09/2013";"4536,15"
"10124509";"09/01/2015";"2898,84"
"10124510";"01/10/2013";"2622,61"
"10124511";"09/06/2014";"3085,91"
"10124512";"02/12/2013";"3200,35"
"10124513";"01/04/2011";"2807,24"
"10124514";"29/02/2016";"3383,01"
"10124515";"26/04/2010";"4588,50"
"10124516";"26/02/2013";"4300,37"
"10124517";"18/07/2010";"1893,73"
"10124518";"15/03/2011";"2220,94"
"10124519";"07/12/2009";"1916,97"
"10124521";"27/05/2008";"4509,26"
"10124522";"31/05/2012";"2607,30"
"10124523";"24/03/2016";"2891,67"
"10124524";"29/02/2016";"4691,43"
"10124525";"18/06/2013";"1675,81"
"10124526";"18/11/2010";"2509,64"
"10124527";"01/02/2014";"2656,79"
"10124528";"16/06/2008";"4465,42"
"10124529";"06/04/2015";"2993,54"
"10124530";"17/04/2015";"2783,95"
"10124531";"17/01/2013";"3200,83"
"10124532";"13/08/2009";"2764,27"
"10124533";"30/09/2010";"2911,18"
"10124534";"04/05/2015";"2860,36"
"10124535";"18/06/2007";"2425,38"
"10124536";"04/08/2014";"2695,36"
"10124538";"08/06/2012";"2758,82"
"10124540";"09/06/2011";"2684,22"
"10124541";"14/03/2013";"3045,53"
"10124542";"25/10/2012";"4170,81"
"10124543";"09/01/2009";"4373,21"
"10124544";"01/10/2012";"2614,15"
"10124545";"01/09/2015";"2881,22"
"10124546";"11/03/2009";"2662,73"
"10124547";"18/07/2014";"2728,59"
"10124548";"27/07/2012";"1820,77"
"10124549";"27/03/2007";"3420,63"
"10124550";"16/11/2011";"2825,83"
"10124551";"25/09/2011";"2628,43"
"10124552";"01/10/2013";"2909,56"
"10124553";"30/03/2013";"3109,14"
"10124554";"22/07/2015";"2983,20"
"10124555";"28/04/2012";"2552,69"
"10124556";"09/09/2014";"5189,82"
"10124557";"22/12/2015";"4580,00"
"10124558";"01/08/2016";"4933,36"
"10124559";"14/05/2014";"2809,88"
"10124560";"01/06/2011";"2718,53"
"10124561";"01/03/2014";"2988,38"
"10124562";"07/10/2010";"2203,57"
"10124563";"13/09/2012";"2199,94"
"10124564";"07/11/2011";"2477,66"
"10124565";"18/09/2009";"2767,93"
"10124566";"11/10/2016";"4582,93"
"10124567";"02/07/2013";"2827,46"
"10124568";"13/05/2014";"3967,57"
"10124569";"18/10/2013";"2983,91"
"10124570";"05/11/2011";"3092,57"
"10124571";"18/02/2014";"4415,53"
"10124572";"03/11/2014";"3456,65"
"10124573";"07/06/2006";"2229,55"
"10124574";"26/01/2007";"2661,65"
"10124575";"23/02/2010";"2276,84"
"10124576";"05/11/2012";"3066,47"
"10124577";"25/03/2011";"2418,66"
"10124579";"10/04/2014";"2987,82"
"10124580";"18/02/2013";"3132,94"
"10124581";"05/11/2015";"2710,62"
"10124582";"27/10/2010";"2685,67"
"10124583";"02/07/2013";"2756,81"
"10124584";"28/01/2015";"3195,76"
"10124585";"02/09/2011";"2674,35"
"10124586";"24/08/2010";"2664,18"
"10124587";"19/02/2013";"2779,60"
"10124588";"29/08/2011";"2886,67"
"10124589";"11/04/2011";"2611,15"
"10124590";"15/12/2010";"2593,45"
"10124591";"24/04/2014";"3110,54"
"10124592";"30/07/2008";"2713,64"
"10124593";"30/01/2014";"3249,01"
"10124594";"25/11/2015";"2988,34"
"10124595";"02/09/2010";"2472,15"
"10124596";"21/08/2013";"2724,37"
"10124597";"04/02/2016";"4816,86"
"10124598";"14/11/2010";"2644,48"
"10124599";"26/09/2016";"3679,39"
"10124600";"05/05/2011";"2556,33"
"10124601";"03/05/2011";"2548,61"
"10124602";"25/04/2014";"3152,12"
"10124603";"14/09/2013";"2899,81"
"10124604";"01/09/2015";"3164,45"
"10124605";"24/09/2014";"2858,58"
"10124606";"20/03/2008";"2490,99"
"10124607";"10/03/2015";"2889,77"
"10124608";"13/03/2008";"2398,50"
"10124609";"15/02/2016";"2846,56"
"10124610";"12/08/2014";"3212,04"
"10124611";"21/02/2016";"4777,65"
"10124613";"11/02/2014";"2711,79"
"10124614";"15/10/2012";"3185,94"
"10124615";"19/01/2010";"880,00"
"10124616";"15/06/2015";"2657,67"
"10124617";"04/01/2008";"2561,57"
"10124618";"02/03/2013";"2141,90"
"10124619";"20/11/2012";"2628,60"
"10124620";"06/04/2008";"2048,44"
"10124621";"03/05/2007";"1733,23"
"10124622";"01/07/2012";"2430,86"
"10124623";"29/04/2016";"3233,83"
"10124624";"24/07/2012";"2611,25"
"10124625";"20/07/2012";"2614,27"
"10124626";"02/10/2015";"4695,26"
"10124627";"08/10/2013";"2732,65"
"10124628";"04/02/2016";"2917,86"
"10124629";"29/01/2011";"2677,04"
"10124630";"14/03/2012";"2785,52"
"10124631";"03/01/2013";"2843,21"
"10124633";"06/03/2015";"2511,11"
"10124634";"12/12/2013";"2567,17"
"10124635";"04/12/2014";"2898,98"
"10124636";"01/03/2014";"2778,32"
"10124637";"01/05/2012";"2750,02"
"10124638";"03/04/2014";"3100,19"
"10124639";"09/03/2015";"2567,21"
"10124640";"01/11/2014";"2879,42"
"10124642";"13/08/2010";"3978,12"
"10124643";"26/03/2008";"2147,97"
"10124644";"25/07/2014";"2786,17"
"10124645";"05/08/2014";"2488,03"
"10124646";"24/04/2014";"2596,10"
"10124647";"29/03/2012";"2780,70"
"10124648";"09/12/2010";"2117,54"
"10124649";"10/12/2012";"2754,05"
"10124650";"23/03/2012";"2515,92"
"10124651";"26/01/2016";"2580,71"
"10124652";"08/02/2013";"2999,71"
"10124653";"20/02/2009";"880,00"
"10124654";"29/06/2007";"2740,40"
"10124655";"19/08/2015";"4206,81"
"10124656";"01/04/2015";"2837,59"
"10124657";"13/01/2012";"2617,29"
"10124658";"22/03/2013";"3006,71"
"10124659";"04/07/2014";"2924,46"
"10124660";"05/07/2013";"3104,05"
"10124661";"22/10/2015";"3205,15"
"10124662";"17/06/2012";"2777,46"
"10124663";"23/03/2015";"3187,17"
"10124664";"10/07/2009";"2977,13"
"10124665";"27/09/2010";"2672,71"
"10124666";"17/09/2009";"3735,88"
"10124667";"25/04/2013";"3044,01"
"10124668";"19/07/2011";"4606,06"
"10124670";"14/07/2016";"4683,74"
"10124671";"09/08/2012";"2631,00"
"10124672";"24/08/2012";"2474,90"
"10124673";"25/02/2015";"4575,09"
"10124674";"26/02/2016";"3149,82"
"10124676";"19/09/2011";"1764,11"
"10124677";"09/05/2011";"4665,78"
"10124678";"26/11/2007";"2696,66"
"10124679";"14/01/2015";"2725,26"
"10124680";"15/03/2013";"2705,94"
"10124682";"06/01/2012";"4695,71"
"10124684";"05/10/2010";"2645,92"
"10124685";"28/06/2013";"2761,05"
"10124686";"03/02/2015";"2603,98"
"10124687";"24/07/2014";"2527,30"
"10124688";"01/12/2010";"2963,57"
"10124689";"09/04/2012";"2641,16"
"10124690";"01/02/2011";"2867,34"
"10124691";"24/11/2010";"3083,12"
"10124692";"23/09/2011";"1966,63"
"10124693";"20/12/2010";"2854,86"
"10124694";"24/03/2015";"2797,39"
"10124695";"11/05/2016";"3060,01"
"10124696";"08/03/2016";"4802,30"
"10124697";"02/04/2015";"2687,54"
"10124699";"29/05/2013";"3071,92"
"10124700";"20/10/2009";"2881,37"
"10124701";"09/09/2009";"2590,76"
"10124702";"11/10/2007";"2673,23"
"10124703";"15/06/2015";"2787,33"
"10124704";"13/03/2015";"3088,87"
"10124705";"02/11/2007";"4488,26"
"10124706";"05/06/2013";"3010,29"
"10124707";"27/11/2014";"4483,83"
"10124708";"17/09/2007";"2676,17"
"10124710";"19/02/2014";"3458,92"
"10124711";"25/11/2013";"3254,98"
"10124713";"14/10/2014";"2705,81"
"10124714";"26/02/2014";"2847,34"
"10124715";"01/10/2013";"2915,70"
"10124716";"15/05/2016";"2633,71"
"10124717";"05/09/2008";"2279,20"
"10124718";"31/08/2012";"2523,85"
"10124719";"02/12/2015";"2966,84"
"10124722";"10/12/2011";"2502,92"
"10124723";"23/11/2007";"2660,59"
"10124724";"15/03/2011";"1920,58"
"10124725";"20/05/2016";"4719,31"
"10124726";"06/03/2015";"3312,95"
"10124729";"21/06/2007";"2644,75"
"10124730";"21/08/2008";"2369,86"
"10124731";"16/11/2010";"2363,08"
"10124732";"01/06/2013";"3220,07"
"10124733";"07/08/2012";"3015,18"
"10124734";"25/01/2008";"2616,28"
"10124735";"22/09/2014";"3207,71"
"10124736";"12/05/2014";"2993,22"
"10124738";"02/06/2011";"2791,15"
"10124739";"07/04/2012";"3094,67"
"10124740";"26/07/2010";"3045,70"
"10124741";"12/03/2007";"2640,73"
"10124742";"10/04/2015";"2392,34"
"10124743";"01/10/2012";"3345,28"
"10124744";"23/08/2010";"2786,33"
"10124745";"20/01/2010";"2391,80"
"10124746";"30/09/2014";"2686,05"
"10124747";"17/08/2011";"2744,65"
"10124749";"03/03/2015";"2699,67"
"10124752";"07/04/2014";"2693,93"
"10124753";"07/12/2006";"2635,15"
"10124754";"05/08/2009";"2686,86"
"10124755";"10/06/2008";"2503,93"
"10124756";"09/05/2012";"3217,06"
"10124757";"29/08/2011";"2648,20"
"10124758";"24/09/2014";"2786,83"
"10124759";"13/04/2015";"4469,63"
"10124760";"30/10/2013";"2761,83"
"10124761";"22/02/2012";"2732,36"
"10124762";"17/05/2012";"2593,81"
"10124763";"05/04/2015";"3324,17"
"10124764";"27/01/2010";"2742,37"
"10124765";"09/03/2015";"3416,50"
"10124766";"06/07/2011";"2368,68"
"10124767";"05/09/2013";"3383,60"
"10124768";"28/04/2008";"2587,73"
"10124769";"02/04/2013";"3120,30"
"10124770";"06/07/2011";"2772,32"
"10124771";"16/10/2007";"3405,99"
"10124772";"31/05/2013";"2441,66"
"10124773";"27/05/2013";"2804,11"
"10124774";"29/07/2009";"2841,71"
"10124775";"28/08/2008";"2176,49"
"10124776";"09/01/2015";"2979,52"
"10124777";"26/10/2011";"4284,36"
"10124778";"08/01/2012";"2797,18"
"10124782";"08/09/2009";"2779,90"
"10124783";"23/05/2011";"2606,42"
"10124784";"27/06/2014";"4596,91"
"10124787";"01/10/2015";"3596,74"
"10124788";"01/05/2010";"2586,28"
"10124789";"10/01/2011";"4884,09"
"10124790";"15/04/2008";"2516,54"
"10124791";"23/10/2012";"2577,38"
"10124793";"04/01/2010";"1911,29"
"10124794";"25/11/2015";"4569,38"
"10124795";"02/03/2015";"2074,42"
"10124797";"28/07/2008";"4442,85"
"10124798";"28/12/2012";"4543,62"
"10124799";"08/08/2016";"4657,56"
"10124800";"05/04/2010";"2702,27"
"10124801";"28/10/2015";"3572,71"
"10124802";"07/10/2014";"3036,09"
"10124803";"14/02/2013";"2782,69"
"10124804";"12/12/2014";"4618,35"
"10124805";"27/07/2010";"2518,07"
"10124806";"27/08/2009";"4609,40"
"10124807";"06/05/2014";"2858,22"
"10124809";"25/09/2010";"2972,92"
"10124810";"03/05/2009";"2644,02"
"10124811";"20/12/2011";"2782,56"
"10124812";"17/08/2012";"4014,83"
"10124813";"19/10/2012";"2852,02"
"10124814";"24/07/2012";"2727,02"
"10124815";"05/10/2012";"2613,80"
"10124816";"02/09/2011";"2682,79"
"10124817";"07/01/2013";"2717,26"
"10124819";"03/02/2012";"2819,06"
"10124820";"12/03/2014";"2646,79"
"10124821";"02/09/2015";"4687,04"
"10124822";"29/05/2007";"2736,73"
"10124823";"30/04/2013";"2819,42"
"10124824";"14/04/2014";"2688,37"
"10124825";"18/01/2012";"2698,44"
"10124826";"14/08/2015";"3262,66"
"10124828";"02/03/2015";"2988,22"
"10124829";"17/12/2008";"2160,21"
"10124830";"25/04/2012";"4257,43"
"10124831";"06/09/2010";"2653,27"
"10124832";"08/11/2014";"2189,39"
"10124833";"13/01/2015";"2683,01"
"10124834";"11/04/2014";"2784,10"
"10124835";"20/06/2012";"2903,61"
"10124836";"17/09/2013";"2730,94"
"10124837";"03/06/2009";"2642,76"
"10124838";"25/02/2016";"2923,55"
"10124839";"30/10/2014";"2885,38"
"10124840";"08/04/2010";"4440,68"
"10124841";"03/04/2012";"3659,93"
"10124842";"07/04/2015";"2762,28"
"10124844";"28/02/2012";"3094,32"
"10124845";"27/02/2012";"2635,66"
"10124846";"18/12/2014";"4719,24"
"10124847";"26/02/2010";"2853,62"
"10124848";"18/02/2015";"3098,85"
"10124850";"17/05/2016";"3139,36"
"10124851";"04/04/2015";"1992,11"
"10124852";"20/12/2009";"2244,17"
"10124854";"06/10/2011";"2657,34"
"10124855";"05/12/2014";"2900,78"
"10124856";"16/06/2016";"4359,59"
"10124857";"06/06/2016";"4977,35"
"10124858";"19/12/2012";"3073,94"
"10124859";"10/03/2010";"1721,30"
"10124860";"18/05/2016";"2756,06"
"10124861";"22/05/2013";"2718,43"
"10124862";"04/05/2011";"2441,95"
"10124863";"01/10/2015";"4395,79"
"10124865";"06/02/2014";"4543,96"
"10124866";"18/05/2013";"2972,50"
"10124867";"18/02/2011";"2440,14"
"10124868";"16/10/2015";"2659,75"
"10124869";"01/07/2013";"2862,02"
