ID_PREMISSA_GLOBAL;DT_ORIGEM_BNH;DT_LEI_9876_1999;DT_MEDIA_80_MAIORES_SALARIOS;TETO_CONTRIBUICAO_INSS;TETO_BENEFICIO_INSS;SALARIO_MINIMO;COTA_FAMILIAR_PENSAO;PROB_APOSENTADO_CASADO_MAS;PROB_APOSENTADO_CASADO_FEM;DIF_IDADE_CONJUGE_MAS;DIF_IDADE_CONJUGE_FEM;LX_INICIAL
1;23/09/1998;29/11/1999;31/07/1999;5189,82;5078,94;880,00;80,00;85,00;60,00;5;2;10000000
