"COTDATA";"COTVALOR"
"01/11/1992";"22,890000000000"
"01/12/1992";"25,580000000000"
"01/01/1993";"28,770000000000"
"01/02/1993";"24,790000000000"
"01/03/1993";"27,580000000000"
"01/04/1993";"28,370000000000"
"01/05/1993";"26,780000000000"
"01/06/1993";"30,370000000000"
"01/07/1993";"31,010000000000"
"01/08/1993";"33,340000000000"
"01/09/1993";"35,630000000000"
"01/10/1993";"34,120000000000"
"01/11/1993";"36,000000000000"
"01/12/1993";"37,730000000000"
"01/01/1994";"41,320000000000"
"01/02/1994";"40,570000000000"
"01/03/1994";"43,080000000000"
"01/04/1994";"42,860000000000"
"01/05/1994";"42,730000000000"
"01/06/1994";"48,240000000000"
"01/07/1994";"7,750000000000"
"01/08/1994";"1,850000000000"
"01/09/1994";"1,400000000000"
"01/10/1994";"2,820000000000"
"01/11/1994";"2,960000000000"
"01/12/1994";"1,700000000000"
"01/01/1995";"1,440000000000"
"01/02/1995";"1,010000000000"
"01/03/1995";"1,620000000000"
"01/04/1995";"2,490000000000"
"01/05/1995";"2,100000000000"
"01/06/1995";"2,180000000000"
"01/07/1995";"2,460000000000"
"01/08/1995";"1,020000000000"
"01/09/1995";"1,170000000000"
"01/10/1995";"1,400000000000"
"01/11/1995";"1,510000000000"
"01/12/1995";"1,650000000000"
"01/01/1996";"1,460000000000"
"01/02/1996";"0,710000000000"
"01/03/1996";"0,290000000000"
"01/04/1996";"0,930000000000"
"01/05/1996";"1,280000000000"
"01/06/1996";"1,330000000000"
"01/07/1996";"1,200000000000"
"01/08/1996";"0,500000000000"
"01/09/1996";"0,020000000000"
"01/10/1996";"0,380000000000"
"01/11/1996";"0,340000000000"
"01/12/1996";"0,330000000000"
"01/01/1997";"0,810000000000"
"01/02/1997";"0,450000000000"
"01/03/1997";"0,680000000000"
"01/04/1997";"0,600000000000"
"01/05/1997";"0,110000000000"
"01/06/1997";"0,350000000000"
"01/07/1997";"0,180000000000"
"01/08/1997";"-0,030000000000"
"01/09/1997";"0,100000000000"
"01/10/1997";"0,290000000000"
"01/11/1997";"0,150000000000"
"01/12/1997";"0,570000000000"
"01/01/1998";"0,850000000000"
"01/02/1998";"0,540000000000"
"01/03/1998";"0,490000000000"
"01/04/1998";"0,450000000000"
"01/05/1998";"0,720000000000"
"01/06/1998";"0,150000000000"
"01/07/1998";"-0,280000000000"
"01/08/1998";"-0,490000000000"
"01/09/1998";"-0,310000000000"
"01/10/1998";"0,110000000000"
"01/11/1998";"-0,180000000000"
"01/12/1998";"0,420000000000"
"01/01/1999";"0,650000000000"
"01/02/1999";"1,290000000000"
"01/03/1999";"1,280000000000"
"01/04/1999";"0,470000000000"
"01/05/1999";"0,050000000000"
"01/06/1999";"0,070000000000"
"01/07/1999";"0,740000000000"
"01/08/1999";"0,550000000000"
"01/09/1999";"0,390000000000"
"01/10/1999";"0,960000000000"
"01/11/1999";"0,940000000000"
"01/12/1999";"0,740000000000"
"01/01/2000";"0,610000000000"
"01/02/2000";"0,050000000000"
"01/03/2000";"0,130000000000"
"01/04/2000";"0,090000000000"
"01/05/2000";"-0,050000000000"
"01/06/2000";"0,300000000000"
"01/07/2000";"1,390000000000"
"01/08/2000";"1,210000000000"
"01/09/2000";"0,430000000000"
"01/10/2000";"0,160000000000"
"01/11/2000";"0,290000000000"
"01/12/2000";"0,550000000000"
"01/01/2001";"0,770000000000"
"01/02/2001";"0,490000000000"
"01/03/2001";"0,480000000000"
"01/04/2001";"0,840000000000"
"01/05/2001";"0,570000000000"
"01/06/2001";"0,600000000000"
"01/07/2001";"1,110000000000"
"01/08/2001";"0,790000000000"
"01/09/2001";"0,440000000000"
"01/10/2001";"0,940000000000"
"01/11/2001";"1,290000000000"
"01/12/2001";"0,740000000000"
"01/01/2002";"1,070000000000"
"01/02/2002";"0,310000000000"
"01/03/2002";"0,620000000000"
"01/04/2002";"0,680000000000"
"01/05/2002";"0,090000000000"
"01/06/2002";"0,610000000000"
"01/07/2002";"1,150000000000"
"01/08/2002";"0,860000000000"
"01/09/2002";"0,830000000000"
"01/10/2002";"1,570000000000"
"01/11/2002";"3,390000000000"
"01/12/2002";"2,700000000000"
"01/01/2003";"2,470000000000"
"01/02/2003";"1,460000000000"
"01/03/2003";"1,370000000000"
"01/04/2003";"1,380000000000"
"01/05/2003";"0,990000000000"
"01/06/2003";"-0,060000000000"
"01/07/2003";"0,040000000000"
"01/08/2003";"0,180000000000"
"01/09/2003";"0,820000000000"
"01/10/2003";"0,390000000000"
"01/11/2003";"0,370000000000"
"01/12/2003";"0,540000000000"
"01/01/2004";"0,830000000000"
"01/02/2004";"0,390000000000"
"01/03/2004";"0,570000000000"
"01/04/2004";"0,410000000000"
"01/05/2004";"0,400000000000"
"01/06/2004";"0,500000000000"
"01/07/2004";"0,730000000000"
"01/08/2004";"0,500000000000"
"01/09/2004";"0,170000000000"
"01/10/2004";"0,170000000000"
"01/11/2004";"0,440000000000"
"01/12/2004";"0,860000000000"
"01/01/2005";"0,570000000000"
"01/02/2005";"0,440000000000"
"01/03/2005";"0,730000000000"
"01/04/2005";"0,910000000000"
"01/05/2005";"0,700000000000"
"01/06/2005";"-0,110000000000"
"01/07/2005";"0,030000000000"
"01/08/2005";"0,000000000000"
"01/09/2005";"0,150000000000"
"01/10/2005";"0,580000000000"
"01/11/2005";"0,540000000000"
"01/12/2005";"0,400000000000"
"01/01/2006";"0,380000000000"
"01/02/2006";"0,230000000000"
"01/03/2006";"0,270000000000"
"01/04/2006";"0,120000000000"
"01/05/2006";"0,130000000000"
"01/06/2006";"-0,070000000000"
"01/07/2006";"0,110000000000"
"01/08/2006";"-0,020000000000"
"01/09/2006";"0,160000000000"
"01/10/2006";"0,430000000000"
"01/11/2006";"0,420000000000"
"01/12/2006";"0,620000000000"
"01/01/2007";"0,490000000000"
"01/02/2007";"0,420000000000"
"01/03/2007";"0,440000000000"
"01/04/2007";"0,260000000000"
"01/05/2007";"0,260000000000"
"01/06/2007";"0,310000000000"
"01/07/2007";"0,320000000000"
"01/08/2007";"0,590000000000"
"01/09/2007";"0,250000000000"
"01/10/2007";"0,300000000000"
"01/11/2007";"0,430000000000"
"01/12/2007";"0,970000000000"
"01/01/2008";"0,690000000000"
"01/02/2008";"0,480000000000"
"01/03/2008";"0,510000000000"
"01/04/2008";"0,640000000000"
"01/05/2008";"0,960000000000"
"01/06/2008";"0,910000000000"
"01/07/2008";"0,580000000000"
"01/08/2008";"0,210000000000"
"01/09/2008";"0,150000000000"
"01/10/2008";"0,500000000000"
"01/11/2008";"0,380000000000"
"01/12/2008";"0,290000000000"
"01/01/2009";"0,640000000000"
"01/02/2009";"0,310000000000"
"01/03/2009";"0,200000000000"
"01/04/2009";"0,550000000000"
"01/05/2009";"0,600000000000"
"01/06/2009";"0,420000000000"
"01/07/2009";"0,230000000000"
"01/08/2009";"0,080000000000"
"01/09/2009";"0,160000000000"
"01/10/2009";"0,240000000000"
"01/11/2009";"0,370000000000"
"01/12/2009";"0,240000000000"
